student_id|student_name|gender|date_of_birth
S2411571|Adi Dian Putra|female|2008-10-26
S2411572|Gita Nugraha Saputra|male|2008-11-15
S2411573|Intan Ayu Oktaviani|female|2009-12-14
S2411574|Budi Lestari Wijaya|male|2008-09-08
S2411575|Joko Dian Saputri|female|2009-02-03
S2411576|Adi Fitri Saputri|male|2008-11-03
S2411577|Budi Ayu Anggraini|female|2008-10-27
S2411578|Hadi Fitri Syahputra|female|2008-08-02
S2411579|Intan Sari Wijaya|female|2008-10-08
S2411580|Gita Andi Nugroho|female|2008-04-10
S2411581|Joko Dian Lestari|female|2009-10-10
S2411582|Adi Hendra Putra|female|2008-04-19
S2411583|Citra Dian Firmansyah|male|2008-08-02
S2411584|Eka Ayu Putri|male|2009-10-23
S2411585|Adi Andi Lestari|male|2009-10-17
S2411586|Gita Lestari Perdana|female|2009-12-11
S2411587|Intan Lestari Yulianti|female|2008-09-02
S2411588|Adi Sari Nugroho|female|2009-03-13
S2411589|Intan Bagus Wati|male|2009-10-26
S2411590|Intan Andi Putri|female|2008-06-22
S2411591|Eka Bagus Yulianti|male|2008-08-24
S2411592|Dwi Bagus Yulianti|female|2009-01-03
S2411593|Gita Fitri Ramadhan|female|2009-01-20
S2411594|Eka Lestari Cahyadi|female|2008-06-05
S2411595|Adi Ayu Syahputra|male|2008-08-13
S2411596|Citra Dian Wati|female|2008-04-24
S2411597|Hadi Cahya Oktaviani|male|2008-10-18
S2411598|Gita Lestari Cahyadi|female|2009-03-26
S2411599|Intan Cahya Kusuma|female|2009-12-05
S2411600|Gita Sari Oktaviani|female|2008-03-11
S2411601|Dwi Ayu Hartono|male|2008-07-07
S2411602|Gita Hendra Saputra|female|2008-09-27
S2411603|Budi Hendra Oktaviani|male|2008-12-09
S2411604|Eka Bagus Saputri|male|2009-05-28
S2411605|Dwi Lestari Nugroho|female|2009-04-18
S2411606|Budi Dian Pratiwi|female|2008-10-23
S2411607|Hadi Nugraha Wijaya|male|2009-09-06
S2411608|Adi Hendra Wati|male|2009-10-28
S2411609|Eka Dian Saputri|female|2008-04-25
S2411610|Adi Fitri Saputra|male|2009-12-06
S2411611|Intan Andi Wati|male|2008-07-27
S2411612|Intan Cahya Anggraini|female|2009-11-06
S2411613|Intan Fitri Hidayat|female|2008-01-04
S2411614|Intan Fitri Wijaya|female|2008-11-08
S2411615|Joko Sari Wijaya|male|2008-12-11
S2411616|Eka Ayu Cahyadi|male|2009-03-04
S2411617|Adi Lestari Pratama|male|2008-09-22
S2411618|Joko Dian Nugroho|male|2009-06-20
S2411619|Hadi Sari Hartono|female|2008-10-17
S2411620|Hadi Andi Hidayat|male|2009-02-15
S2411621|Gita Ayu Putri|female|2009-04-23
S2411622|Dwi Hendra Pratama|male|2009-05-22
S2411623|Gita Andi Oktaviani|male|2009-11-28
S2411624|Budi Nugraha Putra|female|2009-07-24
S2411625|Budi Bagus Kusuma|female|2009-01-15
S2411626|Hadi Lestari Syahputra|male|2009-04-27
S2411627|Eka Dian Santoso|male|2008-11-02
S2411628|Intan Cahya Wijaya|female|2008-01-11
S2411629|Gita Hendra Putri|female|2008-07-27
S2411630|Dwi Fitri Setiawan|male|2008-10-04
S2411631|Citra Andi Hartono|female|2009-01-15
S2411632|Hadi Sari Wijaya|female|2009-06-11
S2411633|Adi Lestari Yulianti|female|2008-11-12
S2411634|Eka Dian Perdana|female|2008-12-18
S2411635|Dwi Lestari Setiawan|female|2008-10-04
S2411636|Gita Cahya Maulana|male|2008-05-19
S2411637|Eka Fitri Nugroho|male|2009-03-15
S2411638|Hadi Fitri Oktaviani|male|2009-02-14
S2411639|Adi Andi Santoso|male|2009-02-18
S2411640|Citra Bagus Cahyadi|female|2008-10-09
S2411641|Budi Andi Saputra|male|2008-03-02
S2411642|Budi Sari Oktaviani|male|2009-06-20
S2411643|Fajar Ayu Rahman|male|2009-08-23
S2411644|Citra Hendra Yulianti|male|2008-06-26
S2411645|Hadi Nugraha Oktaviani|male|2008-01-18
S2411646|Gita Andi Saputri|female|2009-05-03
S2411647|Gita Sari Wijaya|female|2008-10-09
S2411648|Dwi Bagus Syahputra|male|2009-10-02
S2411649|Intan Hendra Firmansyah|male|2009-05-14
S2411650|Joko Sari Wati|male|2009-03-25
S2411651|Eka Nugraha Perdana|male|2009-06-10
S2411652|Budi Fitri Lestari|female|2008-10-12
S2411653|Joko Ayu Firmansyah|female|2009-01-06
S2411654|Adi Hendra Saputri|female|2008-06-25
S2411655|Gita Ayu Wijaya|female|2009-03-01
S2411656|Adi Bagus Saputra|male|2009-04-17
S2411657|Gita Lestari Putra|female|2009-10-20
S2411658|Hadi Sari Ramadhan|male|2009-03-19
S2411659|Dwi Dian Saputri|male|2009-12-26
S2411660|Intan Dian Pratiwi|female|2008-08-20
S2411661|Adi Fitri Wati|female|2009-02-24
S2411662|Gita Dian Ramadhan|female|2008-11-01
S2411663|Budi Ayu Saputra|male|2009-03-19
S2411664|Eka Nugraha Hidayat|male|2009-09-05
S2411665|Eka Andi Saputri|male|2008-12-22
S2411666|Hadi Sari Wati|male|2009-09-28
S2411667|Budi Fitri Kusuma|male|2008-04-07
S2411668|Fajar Ayu Yulianti|male|2008-04-06
S2411669|Citra Nugraha Putra|male|2009-08-12
S2411670|Citra Ayu Nugroho|female|2009-03-02
S2411671|Adi Hendra Pratama|female|2009-04-23
S2411672|Adi Nugraha Hartono|female|2008-02-14
S2411673|Budi Lestari Maulana|male|2008-04-22
S2411674|Gita Bagus Saputri|male|2008-06-25
S2411675|Intan Ayu Pratama|female|2008-04-16
S2411676|Budi Fitri Rahman|female|2008-07-20
S2411677|Eka Sari Putra|female|2009-07-21
S2411678|Joko Nugraha Setiawan|female|2008-05-02
S2411679|Joko Fitri Santoso|male|2008-05-01
S2411680|Budi Fitri Anggraini|female|2009-06-28
S2411681|Intan Lestari Saputri|female|2008-04-07
S2411682|Dwi Ayu Syahputra|male|2008-02-02
S2411683|Eka Hendra Syahputra|male|2008-06-03
S2411684|Gita Sari Cahyadi|male|2008-12-17
S2411685|Intan Ayu Setiawan|male|2009-01-08
S2411686|Citra Cahya Syahputra|female|2009-11-16
S2411687|Citra Hendra Wati|female|2009-11-07
S2411688|Eka Sari Maulana|female|2009-07-18
S2411689|Adi Fitri Hidayat|female|2009-04-17
S2411690|Fajar Fitri Hartono|female|2009-03-15
S2411691|Intan Dian Perdana|female|2008-10-27
S2411692|Citra Bagus Setiawan|male|2008-06-11
S2411693|Joko Dian Putri|male|2008-10-22
S2411694|Joko Nugraha Pratama|male|2008-12-01
S2411695|Budi Ayu Pratama|female|2008-02-24
S2411696|Joko Fitri Pratama|female|2009-02-25
S2411697|Gita Cahya Oktaviani|female|2009-09-27
S2411698|Hadi Dian Syahputra|female|2009-01-02
S2411699|Fajar Andi Ramadhan|male|2009-11-10
S2411700|Budi Hendra Santoso|male|2008-11-04
S2411701|Hadi Bagus Firmansyah|female|2008-11-13
S2411702|Dwi Hendra Putra|male|2009-05-27
S2411703|Intan Hendra Anggraini|male|2009-03-10
S2411704|Hadi Dian Kusuma|male|2008-06-22
S2411705|Fajar Cahya Santoso|female|2009-10-05
S2411706|Eka Dian Perdana|male|2008-05-11
S2411707|Joko Bagus Saputri|male|2009-06-07
S2411708|Gita Bagus Nugroho|female|2009-07-19
S2411709|Citra Ayu Lestari|female|2009-03-16
S2411710|Budi Cahya Kusuma|male|2008-08-15
S2411711|Joko Hendra Santoso|female|2008-12-19
S2411712|Citra Bagus Firmansyah|female|2008-09-13
S2411713|Eka Cahya Pratiwi|female|2008-07-20
S2411714|Joko Sari Ramadhan|female|2008-10-01
S2411715|Fajar Sari Nugroho|male|2008-08-15
S2411716|Intan Fitri Setiawan|female|2009-10-26
S2411717|Intan Nugraha Putra|male|2008-06-25
S2411718|Budi Ayu Saputri|female|2009-09-03
S2411719|Joko Fitri Yulianti|female|2008-04-05
S2411720|Dwi Fitri Setiawan|female|2008-09-02
S2411721|Eka Sari Pratama|male|2008-06-14
S2411722|Joko Andi Saputri|male|2009-08-25
S2411723|Intan Andi Maulana|female|2008-08-09
S2411724|Budi Ayu Lestari|female|2009-08-13
S2411725|Joko Ayu Hartono|male|2009-08-08
S2411726|Eka Cahya Putra|male|2009-03-14
S2411727|Eka Ayu Hidayat|male|2009-01-13
S2411728|Adi Ayu Rahman|male|2009-10-16
S2411729|Dwi Cahya Oktaviani|female|2008-12-13
S2411730|Adi Sari Putri|female|2008-09-20
S2411731|Intan Fitri Saputri|female|2009-08-25
S2411732|Intan Cahya Pratiwi|male|2008-10-14
S2411733|Gita Bagus Rahman|male|2009-06-24
S2411734|Hadi Hendra Setiawan|female|2008-12-23
S2411735|Citra Hendra Putri|male|2009-03-20
S2411736|Intan Andi Firmansyah|male|2009-09-06
S2411737|Eka Nugraha Cahyadi|male|2009-10-22
S2411738|Fajar Andi Kusuma|male|2008-03-12
S2411739|Eka Dian Wati|female|2008-08-24
S2411740|Eka Ayu Yulianti|male|2009-12-14
S2411741|Dwi Ayu Pratiwi|male|2009-11-17
S2411742|Intan Hendra Hidayat|female|2009-02-01
S2411743|Dwi Sari Pratama|female|2009-05-20
S2411744|Fajar Sari Hartono|male|2008-05-13
S2411745|Budi Andi Maulana|female|2008-03-17
S2411746|Joko Ayu Perdana|female|2009-10-25
S2411747|Joko Cahya Rahman|male|2009-06-16
S2411748|Budi Hendra Ramadhan|male|2008-01-27
S2411749|Intan Fitri Pratama|female|2008-09-22
S2411750|Joko Andi Putri|female|2009-02-23
S2411751|Hadi Hendra Yulianti|female|2009-11-13
S2411752|Eka Lestari Saputri|female|2008-12-25
S2411753|Gita Cahya Setiawan|male|2008-04-08
S2411754|Budi Nugraha Perdana|male|2009-12-27
S2411755|Hadi Nugraha Putri|female|2009-01-23
S2411756|Intan Dian Syahputra|male|2009-06-17
S2411757|Eka Ayu Pratiwi|male|2009-09-08
S2411758|Citra Andi Wijaya|female|2008-12-20
S2411759|Fajar Fitri Perdana|female|2008-03-07
S2411760|Fajar Nugraha Yulianti|male|2008-02-10
S2411761|Adi Bagus Firmansyah|female|2009-05-22
S2411762|Citra Cahya Syahputra|female|2008-05-17
S2411763|Hadi Lestari Yulianti|male|2009-09-18
S2411764|Budi Sari Wati|female|2009-04-22
S2411765|Dwi Sari Hartono|male|2009-07-11
S2411766|Intan Bagus Hidayat|female|2008-12-03
S2411767|Eka Andi Lestari|male|2009-04-24
S2411768|Gita Bagus Nugroho|female|2009-11-25
S2411769|Joko Sari Hidayat|male|2008-07-26
S2411770|Joko Nugraha Perdana|male|2008-05-02
S2411771|Fajar Hendra Saputra|male|2008-12-14
S2411772|Fajar Andi Kusuma|female|2009-11-01
S2411773|Intan Fitri Saputri|male|2009-01-05
S2411774|Dwi Dian Perdana|male|2009-03-05
S2411775|Fajar Andi Rahman|female|2009-11-27
S2411776|Hadi Lestari Saputri|male|2008-04-03
S2411777|Dwi Bagus Saputra|female|2009-10-06
S2411778|Gita Cahya Kusuma|male|2009-11-01
S2411779|Intan Andi Rahman|female|2009-04-28
S2411780|Eka Andi Cahyadi|male|2009-06-06
S2411781|Joko Dian Hidayat|male|2009-04-08
S2411782|Eka Nugraha Anggraini|female|2008-05-10
S2411783|Citra Dian Kusuma|female|2009-10-05
S2411784|Citra Dian Cahyadi|male|2009-12-11
S2411785|Intan Lestari Anggraini|female|2009-02-14
S2411786|Budi Bagus Hartono|female|2008-03-16
S2411787|Fajar Andi Kusuma|male|2008-04-16
S2411788|Intan Fitri Yulianti|female|2008-12-28
S2411789|Budi Sari Nugroho|male|2009-05-12
S2411790|Dwi Hendra Syahputra|male|2009-06-28
S2411791|Adi Ayu Saputri|male|2009-11-24
S2411792|Citra Lestari Rahman|male|2008-07-23
S2411793|Budi Dian Cahyadi|male|2008-10-01
S2411794|Joko Lestari Saputra|female|2009-02-20
S2411795|Budi Bagus Anggraini|female|2008-05-04
S2411796|Eka Fitri Saputri|female|2009-01-28
S2411797|Adi Bagus Hidayat|male|2009-04-06
S2411798|Intan Bagus Maulana|female|2009-04-16
S2411799|Hadi Dian Wati|female|2008-01-25
S2411800|Adi Cahya Maulana|female|2009-12-11
S2411801|Joko Hendra Nugroho|male|2008-09-10
S2411802|Hadi Bagus Firmansyah|female|2009-01-06
S2411803|Gita Cahya Rahman|male|2009-10-25
S2411804|Adi Ayu Putri|female|2009-04-05
S2411805|Fajar Andi Pratama|female|2009-03-20
S2411806|Eka Sari Pratiwi|female|2008-11-11
S2411807|Budi Cahya Pratiwi|female|2009-02-14
S2411808|Budi Ayu Hidayat|female|2008-07-05
S2411809|Gita Bagus Putri|female|2008-02-09
S2411810|Dwi Lestari Anggraini|male|2008-09-07
S2411811|Intan Lestari Ramadhan|male|2008-05-04
S2411812|Hadi Dian Ramadhan|male|2009-10-28
S2411813|Citra Sari Cahyadi|male|2008-07-12
S2411814|Eka Sari Hartono|female|2008-11-03
S2411815|Adi Fitri Wijaya|male|2008-04-08
S2411816|Dwi Ayu Yulianti|female|2008-12-12
S2411817|Citra Hendra Firmansyah|male|2009-05-06
S2411818|Budi Nugraha Pratiwi|male|2008-02-28
S2411819|Hadi Bagus Maulana|female|2009-07-11
S2411820|Budi Sari Nugroho|male|2008-01-15
S2411821|Budi Fitri Pratiwi|male|2008-10-24
S2411822|Citra Fitri Oktaviani|female|2009-07-10
S2411823|Budi Hendra Putri|male|2008-01-04
S2411824|Dwi Hendra Lestari|female|2008-01-26
S2411825|Fajar Cahya Lestari|male|2008-09-23
S2411826|Eka Bagus Lestari|male|2009-01-21
S2411827|Citra Sari Santoso|female|2008-11-25
S2411828|Fajar Hendra Setiawan|male|2008-01-05
S2411829|Citra Hendra Putri|female|2008-04-07
S2411830|Dwi Bagus Santoso|male|2009-08-01
S2411831|Gita Hendra Rahman|female|2008-11-09
S2411832|Citra Dian Wati|male|2009-01-26
S2411833|Adi Sari Wati|male|2008-05-10
S2411834|Dwi Nugraha Firmansyah|female|2008-01-19
S2411835|Adi Cahya Ramadhan|male|2009-06-04
S2411836|Intan Dian Wati|female|2008-07-13
S2411837|Gita Hendra Hartono|male|2009-05-21
S2411838|Budi Nugraha Nugroho|female|2009-11-25
S2411839|Gita Fitri Firmansyah|male|2009-08-16
S2411840|Citra Nugraha Pratiwi|female|2008-07-20
S2411841|Fajar Ayu Hartono|male|2009-08-16
S2411842|Fajar Fitri Oktaviani|female|2008-12-02
S2411843|Gita Fitri Pratiwi|female|2009-12-26
S2411844|Gita Andi Pratiwi|male|2009-06-26
S2411845|Fajar Ayu Santoso|female|2009-04-14
S2411846|Dwi Dian Nugroho|female|2009-03-12
S2411847|Fajar Dian Wati|male|2009-04-07
S2411848|Adi Dian Saputra|female|2009-07-28
S2411849|Budi Ayu Santoso|female|2009-09-02
S2411850|Citra Andi Wijaya|male|2009-03-01
S2411851|Budi Cahya Ramadhan|male|2008-12-28
S2411852|Gita Dian Wati|male|2008-12-06
S2411853|Dwi Sari Syahputra|male|2008-10-08
S2411854|Adi Dian Wijaya|male|2008-07-04
S2411855|Hadi Hendra Lestari|female|2008-04-18
S2411856|Eka Cahya Setiawan|male|2009-09-01
S2411857|Joko Bagus Nugroho|male|2008-10-20
S2411858|Fajar Andi Lestari|female|2009-01-16
S2411859|Adi Nugraha Nugroho|female|2009-07-09
S2411860|Joko Ayu Wijaya|male|2008-12-01
S2411861|Eka Hendra Maulana|female|2008-07-12
S2411862|Budi Lestari Saputra|male|2009-05-24
S2411863|Gita Ayu Pratiwi|female|2009-10-24
S2411864|Gita Cahya Saputri|male|2008-08-22
S2411865|Dwi Nugraha Wati|female|2009-04-01
S2411866|Citra Nugraha Rahman|female|2008-03-17
S2411867|Hadi Cahya Anggraini|male|2008-02-27
S2411868|Joko Ayu Setiawan|male|2008-04-28
S2411869|Budi Hendra Syahputra|female|2008-01-23
S2411870|Joko Bagus Nugroho|male|2009-11-17
S2411871|Intan Ayu Maulana|male|2009-11-25
S2411872|Adi Cahya Hidayat|female|2009-10-04
S2411873|Adi Andi Nugroho|male|2009-02-10
S2411874|Hadi Fitri Firmansyah|male|2009-03-06
S2411875|Eka Nugraha Ramadhan|male|2009-05-18
S2411876|Gita Lestari Maulana|female|2009-03-05
S2411877|Intan Andi Putri|male|2009-02-17
S2411878|Gita Sari Lestari|female|2009-10-10
S2411879|Fajar Dian Perdana|female|2009-04-21
S2411880|Hadi Cahya Setiawan|male|2008-06-28
S2411881|Fajar Ayu Yulianti|female|2009-08-27
S2411882|Gita Cahya Saputra|male|2009-01-24
S2411883|Joko Lestari Santoso|female|2009-05-05
S2411884|Hadi Andi Setiawan|female|2008-03-26
S2411885|Citra Andi Yulianti|female|2009-11-05
S2411886|Fajar Sari Hidayat|female|2008-01-12
S2411887|Adi Bagus Wati|male|2009-06-07
S2411888|Budi Fitri Yulianti|male|2008-12-09
S2411889|Joko Dian Firmansyah|male|2009-04-06
S2411890|Gita Cahya Oktaviani|female|2008-11-20
S2411891|Joko Lestari Nugroho|female|2008-07-19
S2411892|Hadi Cahya Cahyadi|male|2008-12-15
S2411893|Adi Andi Firmansyah|female|2009-01-09
S2411894|Dwi Cahya Ramadhan|male|2008-04-21
S2411895|Citra Fitri Pratama|male|2009-01-19
S2411896|Citra Hendra Nugroho|male|2008-08-28
S2411897|Dwi Fitri Pratiwi|female|2009-11-23
S2411898|Intan Andi Hidayat|male|2009-04-14
S2411899|Budi Dian Setiawan|male|2008-11-26
S2411900|Dwi Hendra Rahman|male|2008-02-02
S2411901|Hadi Hendra Wati|male|2009-05-11
S2411902|Hadi Dian Pratiwi|male|2009-11-28
S2411903|Joko Lestari Putri|female|2008-08-02
S2411904|Citra Sari Firmansyah|male|2009-03-13
S2411905|Adi Fitri Wati|female|2009-11-10
S2411906|Dwi Sari Wati|male|2009-04-04
S2411907|Gita Andi Pratama|female|2008-04-15
S2411908|Joko Bagus Saputri|male|2009-11-02
S2411909|Fajar Nugraha Hidayat|female|2008-07-22
S2411910|Intan Dian Nugroho|male|2008-03-18
S2411911|Budi Hendra Nugroho|female|2009-10-16
S2411912|Budi Dian Rahman|male|2008-07-21
S2411913|Dwi Dian Anggraini|female|2009-04-11
S2411914|Citra Fitri Saputra|male|2008-11-02
S2411915|Joko Ayu Maulana|male|2008-05-20
S2411916|Joko Hendra Oktaviani|male|2009-03-21
S2411917|Fajar Hendra Wati|male|2008-04-24
S2411918|Dwi Lestari Kusuma|male|2008-03-16
S2411919|Gita Bagus Saputra|female|2008-07-26
S2411920|Fajar Nugraha Yulianti|female|2009-05-07
S2411921|Budi Cahya Setiawan|female|2009-06-27
S2411922|Dwi Andi Cahyadi|female|2008-01-13
S2411923|Intan Sari Ramadhan|female|2008-10-24
S2411924|Budi Ayu Hartono|female|2008-12-07
S2411925|Budi Sari Yulianti|female|2009-09-12
S2411926|Joko Nugraha Setiawan|male|2008-02-04
S2411927|Joko Sari Saputra|male|2008-11-24
S2411928|Budi Ayu Wati|male|2008-03-03
S2411929|Gita Hendra Pratama|female|2008-02-15
S2411930|Citra Dian Pratama|male|2009-11-18
S2411931|Budi Sari Putri|female|2008-09-17
S2411932|Adi Sari Saputra|male|2008-03-20
S2411933|Adi Fitri Putri|male|2008-07-16
S2411934|Budi Dian Setiawan|male|2009-09-22
S2411935|Hadi Ayu Rahman|male|2009-11-27
S2411936|Dwi Fitri Santoso|female|2009-06-18
S2411937|Intan Fitri Hidayat|male|2008-08-04
S2411938|Intan Ayu Anggraini|female|2009-03-21
S2411939|Gita Ayu Syahputra|male|2008-09-27
S2411940|Hadi Andi Hidayat|female|2008-05-05
S2411941|Eka Cahya Wijaya|male|2009-08-05
S2411942|Citra Cahya Nugroho|female|2008-10-10
S2411943|Fajar Lestari Lestari|male|2008-04-28
S2411944|Adi Sari Oktaviani|male|2008-10-14
S2411945|Budi Cahya Cahyadi|male|2009-05-01
S2411946|Fajar Sari Oktaviani|male|2008-07-13
S2411947|Eka Hendra Ramadhan|female|2009-09-17
S2411948|Hadi Lestari Pratama|female|2008-08-16
S2411949|Fajar Hendra Putri|female|2008-07-19
S2411950|Budi Hendra Pratiwi|male|2008-10-20
S2411951|Budi Ayu Saputri|female|2008-05-01
S2411952|Gita Lestari Ramadhan|female|2009-02-28
S2411953|Adi Lestari Yulianti|male|2008-12-07
S2411954|Citra Ayu Saputra|female|2008-12-06
S2411955|Citra Nugraha Ramadhan|male|2009-08-28
S2411956|Fajar Lestari Cahyadi|female|2008-08-01
S2411957|Dwi Bagus Kusuma|male|2009-10-15
S2411958|Gita Ayu Yulianti|female|2008-04-03
S2411959|Intan Fitri Hidayat|male|2009-03-14
S2411960|Budi Nugraha Cahyadi|male|2008-11-04
S2411961|Joko Nugraha Pratama|female|2009-05-16
S2411962|Hadi Nugraha Hidayat|female|2009-10-14
S2411963|Joko Hendra Cahyadi|male|2008-10-14
S2411964|Gita Dian Oktaviani|female|2008-06-26
S2411965|Budi Fitri Saputri|male|2008-03-09
S2411966|Budi Sari Putri|male|2009-06-21
S2411967|Adi Hendra Nugroho|male|2008-07-01
S2411968|Intan Ayu Kusuma|female|2009-04-22
S2411969|Dwi Fitri Oktaviani|male|2009-12-23
S2411970|Joko Bagus Nugroho|female|2009-04-25
S2411971|Fajar Ayu Setiawan|male|2008-10-04
S2411972|Eka Nugraha Saputra|male|2008-06-09
S2411973|Adi Nugraha Rahman|male|2009-03-01
S2411974|Adi Dian Anggraini|female|2008-01-11
S2411975|Hadi Cahya Pratiwi|female|2009-12-26
S2411976|Joko Bagus Wati|female|2009-01-09
S2411977|Joko Andi Hidayat|female|2009-05-21
S2411978|Hadi Bagus Ramadhan|male|2008-11-04
S2411979|Dwi Hendra Oktaviani|male|2009-06-16
S2411980|Intan Nugraha Saputra|female|2008-01-10
S2411981|Budi Sari Maulana|male|2008-10-25
S2411982|Intan Nugraha Hartono|male|2009-01-20
S2411983|Citra Sari Hartono|male|2008-07-13
S2411984|Fajar Ayu Rahman|female|2008-08-12
S2411985|Eka Sari Firmansyah|male|2009-12-12
S2411986|Intan Ayu Pratama|male|2008-09-18
S2411987|Citra Sari Putra|male|2009-04-27
S2411988|Hadi Cahya Maulana|female|2008-11-14
S2411989|Citra Bagus Saputri|male|2008-02-25
S2411990|Citra Nugraha Putra|female|2008-02-24
S2411991|Adi Dian Saputra|female|2009-04-28
S2411992|Budi Dian Santoso|female|2008-06-04
S2411993|Budi Fitri Putra|male|2008-01-01
S2411994|Gita Bagus Firmansyah|female|2008-09-13
S2411995|Intan Sari Pratiwi|female|2008-09-24
S2411996|Gita Sari Kusuma|male|2008-10-08
S2411997|Joko Cahya Hidayat|female|2009-12-07
S2411998|Eka Cahya Kusuma|female|2008-08-06
S2411999|Fajar Fitri Pratiwi|male|2008-09-12
S2412000|Eka Andi Hartono|male|2009-05-09
S2412001|Dwi Ayu Putra|male|2008-01-18
S2412002|Hadi Lestari Nugroho|male|2008-08-12
S2412003|Joko Ayu Putra|female|2008-02-18
S2412004|Eka Lestari Saputri|female|2008-05-24
S2412005|Hadi Hendra Pratama|male|2009-09-14
S2412006|Adi Fitri Putri|male|2009-09-23
S2412007|Budi Lestari Saputri|male|2008-07-22
S2412008|Citra Hendra Putra|female|2009-05-18
S2412009|Joko Bagus Cahyadi|female|2009-02-02
S2412010|Fajar Hendra Yulianti|male|2009-12-17
S2412011|Hadi Fitri Lestari|male|2008-07-10
S2412012|Citra Cahya Setiawan|female|2008-03-22
S2412013|Hadi Lestari Wijaya|male|2008-02-06
S2412014|Intan Andi Oktaviani|female|2008-04-13
S2412015|Adi Cahya Hartono|male|2008-01-22
S2412016|Joko Fitri Perdana|female|2009-10-13
S2412017|Eka Ayu Firmansyah|male|2009-07-06
S2412018|Fajar Sari Lestari|male|2008-02-14
S2412019|Dwi Nugraha Oktaviani|female|2008-12-24
S2412020|Budi Lestari Putra|male|2009-09-15
S2412021|Fajar Lestari Putri|male|2009-05-26
S2412022|Citra Cahya Oktaviani|male|2008-09-20
S2412023|Hadi Sari Saputri|female|2008-09-17
S2412024|Hadi Fitri Cahyadi|male|2009-06-12
S2412025|Fajar Cahya Santoso|female|2008-03-22
S2412026|Citra Andi Saputra|male|2008-06-06
S2412027|Joko Sari Saputri|male|2009-10-01
S2412028|Adi Sari Yulianti|male|2009-05-22
S2412029|Citra Bagus Kusuma|female|2009-06-14
S2412030|Adi Fitri Wati|female|2008-11-06
S2412031|Eka Lestari Wati|female|2008-12-18
S2412032|Gita Ayu Maulana|male|2008-06-05
S2412033|Joko Fitri Wijaya|female|2008-08-10
S2412034|Eka Hendra Cahyadi|female|2008-08-21
S2412035|Adi Fitri Saputri|male|2008-09-15
S2412036|Citra Bagus Wati|male|2008-04-12
S2412037|Citra Ayu Yulianti|male|2009-03-21
S2412038|Gita Nugraha Firmansyah|female|2009-06-17
S2412039|Budi Bagus Firmansyah|female|2009-06-01
S2412040|Eka Dian Hidayat|male|2009-10-25
S2412041|Dwi Ayu Perdana|male|2008-02-23
S2412042|Adi Dian Hidayat|male|2009-04-26
S2412043|Intan Andi Oktaviani|male|2008-06-01
S2412044|Eka Hendra Santoso|male|2009-08-13
S2412045|Joko Ayu Hidayat|female|2009-10-28
S2412046|Eka Nugraha Saputra|male|2009-04-04
S2412047|Eka Hendra Perdana|male|2009-05-02
S2412048|Adi Fitri Putri|female|2009-12-10
S2412049|Fajar Sari Santoso|male|2008-01-09
S2412050|Adi Nugraha Saputri|female|2008-10-15
S2412051|Joko Sari Hartono|male|2009-10-11
S2412052|Intan Hendra Pratama|male|2009-01-27
S2412053|Hadi Andi Yulianti|male|2008-09-08
S2412054|Intan Cahya Wijaya|female|2008-04-05
S2412055|Dwi Ayu Yulianti|male|2008-10-08
S2412056|Intan Hendra Hidayat|female|2008-08-12
S2412057|Eka Lestari Cahyadi|male|2008-11-11
S2412058|Fajar Fitri Yulianti|male|2009-05-13
S2412059|Fajar Cahya Firmansyah|female|2008-10-15
S2412060|Eka Hendra Kusuma|male|2009-12-15
S2412061|Dwi Cahya Ramadhan|male|2009-04-27
S2412062|Intan Andi Anggraini|female|2009-08-07
S2412063|Dwi Sari Ramadhan|male|2009-05-26
S2412064|Gita Lestari Pratiwi|male|2008-12-22
S2412065|Budi Hendra Nugroho|male|2008-05-21
S2412066|Eka Bagus Anggraini|male|2009-05-03
S2412067|Dwi Fitri Pratiwi|female|2009-09-15
S2412068|Hadi Nugraha Yulianti|female|2009-06-03
S2412069|Dwi Nugraha Saputra|female|2008-05-27
S2412070|Eka Lestari Cahyadi|male|2009-07-05
S2412071|Citra Sari Maulana|male|2009-06-15
S2412072|Intan Nugraha Setiawan|male|2008-04-24
S2412073|Budi Andi Kusuma|female|2008-04-10
S2412074|Budi Fitri Maulana|female|2009-10-09
S2412075|Fajar Andi Cahyadi|male|2009-08-01
S2412076|Hadi Ayu Santoso|male|2008-08-21
S2412077|Dwi Ayu Pratiwi|male|2009-02-03
S2412078|Budi Hendra Oktaviani|male|2008-05-18
S2412079|Fajar Lestari Nugroho|female|2008-02-12
S2412080|Dwi Andi Nugroho|female|2008-09-12
S2412081|Joko Bagus Firmansyah|female|2009-10-04
S2412082|Budi Fitri Putra|female|2008-11-08
S2412083|Hadi Nugraha Wijaya|male|2009-07-27
S2412084|Joko Lestari Rahman|female|2009-12-24
S2412085|Budi Ayu Ramadhan|female|2009-08-19
S2412086|Hadi Cahya Anggraini|female|2008-07-05
S2412087|Dwi Ayu Firmansyah|female|2008-04-01
S2412088|Fajar Andi Syahputra|female|2008-12-02
S2412089|Intan Hendra Cahyadi|female|2009-10-11
S2412090|Joko Andi Nugroho|female|2008-02-04
S2412091|Eka Nugraha Perdana|male|2009-08-26
S2412092|Fajar Ayu Kusuma|male|2009-07-13
S2412093|Gita Lestari Hartono|male|2008-10-13
